date,item,Price,item_count
2019-07-07,Burger,7.97,11
2019-07-07,Special_2_A,6.9,30
2019-07-07,Pasta,9.99,20
2019-07-07,Juice,6.45,17
2019-07-07,Sandwich,11.18,11
2019-07-07,Sushi,11.59,19
2019-07-07,Pizza,8.89,28
2019-07-07,Special_2_B,10.57,14
2019-07-07,Salad,10.13,7
2019-07-07,Soup,4.17,13
2019-07-07,Salad,10.11,11
2019-07-07,Coffee,10.31,14
2019-07-07,Taco,9.24,21
2019-07-07,Pasta,6.77,13
2019-07-07,Special_3_B,9.52,8
2019-07-07,Special_3_A,5.25,16
2019-07-07,Burger,5.87,12
2019-07-07,Sushi,8.12,13
2019-07-07,Sandwich,4.39,5
2019-07-07,Soup,9.38,8
2019-07-07,Sushi,7.55,12
2019-07-07,Pasta,5.83,18
2019-07-07,Pizza,8.27,19
2019-07-07,Salad,6.23,8
2019-07-07,Taco,2.48,13
2019-07-07,Special_4_B,10.71,12
2019-07-07,Special_4_A,7.14,21
2019-07-07,Pasta,7.61,18
2019-07-07,Coffee,5.52,20
2019-07-07,Salad,7.02,11
2019-07-07,Taco,6.53,8
2019-07-07,Sandwich,15.74,15
2019-07-07,Burger,11.26,18
2019-07-07,Sushi,14.88,11
2019-07-07,Special_5_B,2.48,12
2019-07-07,Taco,11.22,21
2019-07-07,Special_6_A,9.21,8
2019-07-07,Pasta,6.29,10
2019-07-07,Salad,5.59,6
2019-07-08,Soup,12.43,12
2019-07-08,Special_1_B,8.23,7
2019-07-08,Burger,8.45,7
2019-07-08,Juice,7.82,12
2019-07-08,Salad,9.93,8
2019-07-08,Sushi,12.1,21
2019-07-08,Pizza,9.04,19
2019-07-08,Soup,8.28,10
2019-07-08,Special_2_B,10.49,4
2019-07-08,Pasta,7.75,12
2019-07-08,Juice,8.93,10
2019-07-08,Pasta,6.66,18
2019-07-08,Sushi,9.06,10
2019-07-08,Taco,8.38,11
2019-07-08,Pasta,7.41,17
2019-07-08,Taco,2.28,12
2019-07-08,Pizza,8.96,10
2019-07-08,Sandwich,3.94,6
2019-07-08,Salad,6.01,6
2019-07-08,Burger,9.86,10
2019-07-08,Pasta,6.91,11
2019-07-08,Soup,5.01,15
2019-07-08,Sandwich,12.64,9
2019-07-08,Salad,5.55,6
2019-07-08,Taco,11.01,11
2019-07-08,Coffee,10.23,9
2019-07-08,Special_6_A,9.77,6
2019-07-08,Special_6_B,10.98,10
2019-07-08,Juice,5.76,17
2019-07-08,Sushi,4.07,14
2019-07-08,Pizza,11.73,6
2019-07-09,Soup,14.31,13
2019-07-09,Sushi,8.76,24
2019-07-09,Juice,7.58,16
2019-07-09,Special_1_A,8.93,10
2019-07-09,Sandwich,9.98,24
2019-07-09,Pizza,6.51,14
2019-07-09,Pasta,6.76,19
2019-07-09,Special_1_B,8.81,12
2019-07-09,Burger,8.2,15
2019-07-09,Salad,8.77,9
2019-07-09,Juice,6.97,9
2019-07-09,Soup,8.35,7
2019-07-09,Taco,12.11,8
2019-07-09,Special_2_A,7.74,16
2019-07-09,Sushi,8.68,7
2019-07-09,Taco,9.26,14
2019-07-09,Burger,6.41,10
2019-07-09,Coffee,10.63,21
2019-07-09,Juice,8.33,7
2019-07-09,Sushi,9.09,17
2019-07-09,Pizza,7.64,7
2019-07-09,Special_4_A,9.1,9
2019-07-09,Pasta,5.82,9
2019-07-09,Taco,2.5,15
2019-07-09,Sandwich,3.9,10
2019-07-09,Salad,5.17,8
2019-07-09,Special_4_B,9.72,15
2019-07-09,Burger,12.84,19
2019-07-09,Salad,4.9,8
2019-07-09,Special_5_A,17.43,3
2019-07-09,Sandwich,14.59,10
2019-07-09,Pasta,4.89,5
2019-07-09,Taco,10.09,14
2019-07-09,Salad,5.05,2
2019-07-09,Juice,5.57,13
2019-07-09,Special_6_A,8.98,14
2019-07-09,Coffee,9.64,14
2019-07-09,Pizza,14.16,9
2019-07-09,Sushi,4.17,20
2019-07-10,Burger,8.96,6
2019-07-10,Soup,10.51,9
2019-07-10,Pasta,7.16,13
2019-07-10,Special_1_B,7.21,10
2019-07-10,Juice,8.58,11
2019-07-10,Sandwich,11.77,14
2019-07-10,Taco,10.83,18
2019-07-10,Pasta,9.81,8
2019-07-10,Coffee,10.57,16
2019-07-10,Soup,8.71,18
2019-07-10,Special_2_B,11.09,5
2019-07-10,Special_2_A,6.38,15
2019-07-10,Juice,6.99,11
2019-07-10,Sandwich,9.59,6
2019-07-10,Sushi,9.98,13
2019-07-10,Juice,9.82,11
2019-07-10,Sushi,8.39,12
2019-07-10,Pasta,6.23,8
2019-07-10,Salad,10.61,8
2019-07-10,Burger,6.86,14
2019-07-10,Special_3_B,9.9,3
2019-07-10,Taco,7.59,17
2019-07-10,Coffee,10.31,10
2019-07-10,Special_4_B,12.48,6
2019-07-10,Taco,2.28,8
2019-07-10,Sandwich,4.16,7
2019-07-10,Special_4_A,9.19,15
2019-07-10,Soup,10.07,9
2019-07-10,Salad,4.99,12
2019-07-10,Pizza,7.72,11
2019-07-10,Burger,11.4,11
2019-07-10,Sandwich,12.51,13
2019-07-10,Taco,5.85,8
2019-07-10,Coffee,6.29,6
2019-07-10,Salad,6.41,8
2019-07-10,Sushi,14.49,5
2019-07-10,Special_6_A,8.94,9
2019-07-10,Pasta,5.55,11
2019-07-10,Pizza,13.42,8
2019-07-10,Taco,10.64,12
2019-07-10,Salad,5.12,3
2019-07-10,Sushi,3.29,19
2019-07-10,Coffee,11.17,6
2019-07-11,Special_1_A,9.18,4
2019-07-11,Special_1_B,8.15,7
2019-07-11,Sandwich,9.9,13
2019-07-11,Sushi,7.52,22
2019-07-11,Taco,11.91,22
2019-07-11,Juice,7.58,9
2019-07-11,Pasta,9.6,11
2019-07-11,Special_2_A,7.07,20
2019-07-11,Soup,9.07,8
2019-07-11,Sushi,10.14,21
2019-07-11,Taco,8.78,9
2019-07-11,Soup,4.84,17
2019-07-11,Salad,9.56,13
2019-07-11,Special_3_B,9.37,3
2019-07-11,Sushi,9.59,7
2019-07-11,Juice,10.46,15
2019-07-11,Coffee,11.18,6
2019-07-11,Burger,6.26,6
2019-07-11,Special_3_A,5.88,15
2019-07-11,Soup,9.38,13
2019-07-11,Pizza,8.36,10
2019-07-11,Pasta,5.8,15
2019-07-11,Sandwich,3.72,13
2019-07-11,Sushi,9.13,9
2019-07-11,Taco,5.62,15
2019-07-11,Burger,11.49,13
2019-07-11,Special_5_B,3.02,13
2019-07-11,Pasta,7.26,10
2019-07-11,Sushi,13.03,12
2019-07-11,Salad,5.64,10
2019-07-11,Soup,5.04,18
2019-07-11,Sandwich,13.7,11
2019-07-11,Juice,7.11,13
2019-07-11,Pasta,5.14,13
2019-07-11,Special_6_A,9.12,11
2019-07-11,Coffee,9.4,9
2019-07-11,Salad,4.91,3
2019-07-11,Pizza,13.92,4
2019-07-11,Taco,9.62,19
2019-07-12,Pasta,8.01,15
2019-07-12,Special_1_A,9.22,11
2019-07-12,Special_1_B,7.85,11
2019-07-12,Pizza,6.0,17
2019-07-12,Soup,10.67,15
2019-07-12,Sushi,8.33,10
2019-07-12,Burger,8.05,8
2019-07-12,Sandwich,10.36,16
2019-07-12,Pasta,9.3,10
2019-07-12,Salad,9.5,8
2019-07-12,Pizza,8.17,22
2019-07-12,Special_2_A,7.0,25
2019-07-12,Sushi,11.0,17
2019-07-12,Soup,4.85,8
2019-07-12,Special_3_A,5.29,11
2019-07-12,Salad,10.16,13
2019-07-12,Burger,6.69,26
2019-07-12,Sushi,11.87,11
2019-07-12,Pasta,7.06,13
2019-07-12,Special_3_B,9.85,5
2019-07-12,Juice,11.52,10
2019-07-12,Taco,9.38,22
2019-07-12,Sandwich,3.32,13
2019-07-12,Special_4_A,9.04,14
2019-07-12,Sushi,7.46,5
2019-07-12,Special_4_B,9.61,14
2019-07-12,Juice,8.78,9
2019-07-12,Salad,5.79,14
2019-07-12,Sandwich,14.3,5
2019-07-12,Sushi,13.31,17
2019-07-12,Special_5_B,3.1,18
2019-07-12,Pizza,13.05,10
2019-07-12,Pasta,6.07,13
2019-07-12,Coffee,10.01,7
2019-07-12,Special_6_B,12.99,24
2019-07-13,Soup,12.58,13
2019-07-13,Pizza,7.05,10
2019-07-13,Special_1_A,8.83,20
2019-07-13,Sandwich,11.49,21
2019-07-13,Pasta,6.95,15
2019-07-13,Juice,8.13,12
2019-07-13,Juice,7.27,6
2019-07-13,Taco,13.39,30
2019-07-13,Sandwich,9.58,8
2019-07-13,Special_2_A,7.88,17
2019-07-13,Pizza,8.23,17
2019-07-13,Coffee,8.84,23
2019-07-13,Pasta,9.11,16
2019-07-13,Salad,8.73,9
2019-07-13,Sushi,12.06,24
2019-07-13,Pasta,5.85,13
2019-07-13,Sushi,11.05,12
2019-07-13,Burger,5.9,20
2019-07-13,Coffee,12.19,19
2019-07-13,Pizza,8.59,16
2019-07-13,Taco,2.27,31
2019-07-13,Sushi,6.97,9
2019-07-13,Salad,5.84,9
2019-07-13,Special_4_A,8.12,11
2019-07-13,Burger,9.5,8
2019-07-13,Special_5_B,2.94,22
2019-07-13,Special_5_A,15.61,9
2019-07-13,Coffee,5.96,15
2019-07-13,Sandwich,14.81,18
2019-07-13,Juice,8.72,11
2019-07-13,Soup,5.11,19
2019-07-13,Sushi,14.91,11
2019-07-13,Coffee,11.05,15
2019-07-13,Special_6_A,11.11,15
2019-07-13,Taco,10.86,24
2019-07-13,Pizza,11.97,8
2019-07-13,Juice,7.23,19
2019-07-13,Sushi,3.48,19
2019-07-14,Special_1_A,8.7,13
2019-07-14,Pizza,6.77,15
2019-07-14,Soup,12.29,15
2019-07-14,Burger,8.76,6
2019-07-14,Special_1_B,7.82,17
2019-07-14,Sushi,7.4,22
2019-07-14,Juice,7.82,15
2019-07-14,Pasta,8.36,18
2019-07-14,Salad,9.28,6
2019-07-14,Special_2_B,10.03,11
2019-07-14,Burger,5.28,17
2019-07-14,Taco,9.32,23
2019-07-14,Salad,10.75,14
2019-07-14,Special_3_A,5.93,13
2019-07-14,Coffee,11.71,15
2019-07-14,Sushi,10.14,16
2019-07-14,Burger,6.46,9
2019-07-14,Soup,4.76,8
2019-07-14,Pasta,5.86,18
2019-07-14,Sandwich,4.29,16
2019-07-14,Special_4_A,9.65,19
2019-07-14,Special_4_B,11.3,15
2019-07-14,Sushi,9.72,9
2019-07-14,Salad,5.38,12
2019-07-14,Pizza,8.54,13
2019-07-14,Pasta,5.33,24
2019-07-14,Soup,4.84,18
2019-07-14,Sushi,13.24,20
2019-07-14,Salad,6.0,8
2019-07-14,Coffee,6.21,17
2019-07-14,Special_5_B,3.19,18
2019-07-14,Special_6_B,12.55,16
2019-07-14,Pizza,12.96,7
2019-07-14,Special_6_A,11.39,19
2019-07-14,Coffee,10.78,16
2019-07-14,Pasta,5.6,7
2019-07-14,Juice,7.45,15
2019-07-14,Taco,12.99,10
2019-07-15,Sandwich,10.98,10
2019-07-15,Pizza,6.94,14
2019-07-15,Sushi,8.9,13
2019-07-15,Pasta,6.99,14
2019-07-15,Special_1_B,8.06,7
2019-07-15,Special_1_A,8.23,3
2019-07-15,Sandwich,11.0,8
2019-07-15,Salad,10.88,4
2019-07-15,Coffee,10.39,13
2019-07-15,Special_2_A,6.53,13
2019-07-15,Pizza,9.7,12
2019-07-15,Burger,7.41,10
2019-07-15,Coffee,9.87,12
2019-07-15,Juice,8.33,16
2019-07-15,Taco,8.62,13
2019-07-15,Special_3_B,8.96,4
2019-07-15,Sandwich,3.45,5
2019-07-15,Pasta,6.13,24
2019-07-15,Salad,5.17,12
2019-07-15,Special_4_A,9.09,8
2019-07-15,Special_5_A,18.1,7
2019-07-15,Sandwich,13.1,17
2019-07-15,Juice,9.47,13
2019-07-15,Coffee,5.38,8
2019-07-15,Taco,6.63,7
2019-07-15,Special_5_B,3.15,18
2019-07-15,Salad,5.89,8
2019-07-15,Sushi,3.5,27
2019-07-15,Special_6_B,11.17,11
2019-07-15,Taco,11.46,6
2019-07-15,Salad,5.17,7
2019-07-15,Special_6_A,9.16,11
2019-07-15,Juice,6.25,12
2019-07-16,Special_1_B,7.26,11
2019-07-16,Juice,7.25,24
2019-07-16,Special_1_A,7.83,14
2019-07-16,Sandwich,10.19,17
2019-07-16,Burger,7.29,12
2019-07-16,Soup,11.25,19
2019-07-16,Pizza,5.22,18
2019-07-16,Pasta,7.24,13
2019-07-16,Juice,7.33,12
2019-07-16,Burger,5.7,19
2019-07-16,Pasta,10.15,12
2019-07-16,Pizza,10.75,9
2019-07-16,Taco,8.77,18
2019-07-16,Soup,4.63,6
2019-07-16,Burger,6.05,11
2019-07-16,Special_3_A,6.11,17
2019-07-16,Special_3_B,9.63,5
2019-07-16,Pasta,5.49,7
2019-07-16,Coffee,10.9,11
2019-07-16,Pasta,6.87,14
2019-07-16,Sushi,7.48,10
2019-07-16,Special_4_B,10.54,9
2019-07-16,Taco,2.7,13
2019-07-16,Salad,5.98,7
2019-07-16,Sandwich,3.81,4
2019-07-16,Pizza,9.72,14
2019-07-16,Soup,8.76,16
2019-07-16,Special_4_A,7.83,16
2019-07-16,Juice,8.23,5
2019-07-16,Salad,6.21,6
2019-07-16,Taco,6.4,19
2019-07-16,Burger,10.31,18
2019-07-16,Special_5_A,16.92,10
2019-07-16,Sushi,11.75,13
2019-07-16,Pizza,11.97,8
2019-07-16,Special_6_B,10.85,9
2019-07-16,Sushi,3.61,14
2019-07-16,Pasta,6.02,13
2019-07-17,Special_1_A,8.25,9
2019-07-17,Pizza,6.82,14
2019-07-17,Sushi,8.97,10
2019-07-17,Sandwich,10.4,19
2019-07-17,Pasta,7.61,15
2019-07-17,Sandwich,9.39,7
2019-07-17,Sushi,11.76,12
2019-07-17,Coffee,10.82,14
2019-07-17,Soup,7.45,4
2019-07-17,Juice,7.55,13
2019-07-17,Pasta,9.18,13
2019-07-17,Soup,4.15,12
2019-07-17,Taco,8.18,15
2019-07-17,Coffee,9.54,16
2019-07-17,Juice,8.57,9
2019-07-17,Sushi,7.95,11
2019-07-17,Special_4_A,8.36,18
2019-07-17,Soup,9.95,11
2019-07-17,Taco,2.43,6
2019-07-17,Special_4_B,13.23,10
2019-07-17,Pizza,9.16,11
2019-07-17,Sandwich,13.25,19
2019-07-17,Soup,4.79,14
2019-07-17,Burger,13.95,11
2019-07-17,Coffee,5.79,8
2019-07-17,Taco,6.7,13
2019-07-17,Salad,5.31,11
2019-07-17,Special_5_A,15.68,10
2019-07-17,Juice,9.18,12
2019-07-17,Special_6_B,13.12,10
2019-07-17,Taco,11.24,8
2019-07-17,Coffee,10.65,11
2019-07-17,Pasta,5.46,11
2019-07-17,Juice,7.75,5
2019-07-17,Special_6_A,11.85,16
2019-07-17,Sushi,4.28,24
2019-07-17,Pizza,13.84,8
2019-07-17,Salad,5.51,6
2019-07-18,Juice,9.5,14
2019-07-18,Pizza,6.65,13
2019-07-18,Special_1_A,8.74,8
2019-07-18,Soup,11.77,12
2019-07-18,Sandwich,10.19,13
2019-07-18,Special_1_B,7.31,11
2019-07-18,Sushi,8.39,18
2019-07-18,Pasta,7.83,12
2019-07-18,Salad,9.1,11
2019-07-18,Coffee,10.56,17
2019-07-18,Taco,13.59,27
2019-07-18,Soup,9.78,10
2019-07-18,Sandwich,10.35,11
2019-07-18,Juice,7.13,7
2019-07-18,Special_2_B,11.44,6
2019-07-18,Burger,5.53,16
2019-07-18,Special_3_A,5.9,13
2019-07-18,Taco,8.76,10
2019-07-18,Juice,8.88,8
2019-07-18,Coffee,10.44,13
2019-07-18,Salad,9.22,9
2019-07-18,Pasta,6.49,6
2019-07-18,Soup,4.23,13
2019-07-18,Sushi,10.67,12
2019-07-18,Taco,2.47,10
2019-07-18,Pasta,5.99,9
2019-07-18,Special_4_B,12.18,13
2019-07-18,Sushi,7.22,13
2019-07-18,Soup,11.1,21
2019-07-18,Pizza,9.67,9
2019-07-18,Pasta,5.89,10
2019-07-18,Juice,10.09,18
2019-07-18,Taco,5.94,6
2019-07-18,Burger,13.6,6
2019-07-18,Soup,4.0,15
2019-07-18,Sandwich,12.48,8
2019-07-18,Coffee,4.75,8
2019-07-18,Pizza,14.84,4
2019-07-18,Special_6_A,11.34,11
2019-07-18,Sushi,4.21,11
2019-07-18,Coffee,9.76,6
2019-07-18,Salad,4.82,7
2019-07-18,Pasta,5.13,8
2019-07-18,Special_6_B,12.77,14
2019-07-19,Pasta,7.78,10
2019-07-19,Pizza,6.51,13
2019-07-19,Sandwich,10.14,13
2019-07-19,Special_1_A,8.67,10
2019-07-19,Special_1_B,8.15,16
2019-07-19,Juice,8.44,16
2019-07-19,Soup,12.75,14
2019-07-19,Burger,7.95,9
2019-07-19,Special_2_B,10.57,2
2019-07-19,Sushi,12.48,25
2019-07-19,Sandwich,11.41,13
2019-07-19,Soup,8.22,15
2019-07-19,Taco,10.71,18
2019-07-19,Burger,6.82,15
2019-07-19,Juice,9.3,11
2019-07-19,Sushi,9.79,12
2019-07-19,Special_3_B,9.79,6
2019-07-19,Coffee,7.85,20
2019-07-19,Pizza,9.47,20
2019-07-19,Special_4_B,8.89,11
2019-07-19,Sandwich,3.89,10
2019-07-19,Sushi,8.1,5
2019-07-19,Soup,10.54,10
2019-07-19,Taco,2.31,17
2019-07-19,Salad,5.45,16
2019-07-19,Salad,5.5,17
2019-07-19,Special_5_A,14.55,9
2019-07-19,Sandwich,11.96,19
2019-07-19,Sushi,14.16,17
2019-07-19,Burger,10.16,12
2019-07-19,Taco,5.73,11
2019-07-19,Coffee,5.85,8
2019-07-19,Juice,9.16,18
2019-07-19,Special_6_B,10.85,18
2019-07-19,Pasta,6.1,8
2019-07-19,Special_6_A,12.03,12
2019-07-19,Juice,6.94,10
2019-07-20,Pizza,6.08,13
2019-07-20,Special_1_B,7.68,8
2019-07-20,Soup,12.18,15
2019-07-20,Burger,8.2,12
2019-07-20,Juice,8.12,10
2019-07-20,Sandwich,12.04,14
2019-07-20,Pasta,8.86,22
2019-07-20,Special_2_B,12.33,8
2019-07-20,Burger,5.33,16
2019-07-20,Juice,7.96,15
2019-07-20,Coffee,9.08,20
2019-07-20,Soup,9.09,15
2019-07-20,Soup,3.93,12
2019-07-20,Salad,9.14,18
2019-07-20,Pasta,6.67,17
2019-07-20,Special_3_A,6.34,10
2019-07-20,Coffee,10.38,17
2019-07-20,Juice,9.61,7
2019-07-20,Special_4_B,9.38,15
2019-07-20,Salad,5.32,7
2019-07-20,Sandwich,3.56,18
2019-07-20,Special_4_A,7.72,24
2019-07-20,Coffee,5.84,15
2019-07-20,Special_5_B,3.26,11
2019-07-20,Pasta,6.85,21
2019-07-20,Soup,4.59,26
2019-07-20,Pizza,13.47,12
2019-07-20,Salad,4.81,9
2019-07-20,Pasta,5.89,16
2019-07-20,Juice,6.36,9
2019-07-20,Coffee,10.06,8
2019-07-20,Special_6_A,8.84,21
2019-07-21,Sandwich,10.85,18
2019-07-21,Special_1_B,7.84,19
2019-07-21,Special_1_A,8.64,14
2019-07-21,Pizza,6.66,19
2019-07-21,Burger,7.48,12
2019-07-21,Pizza,9.01,19
2019-07-21,Taco,11.31,23
2019-07-21,Special_2_A,6.97,21
2019-07-21,Coffee,8.77,24
2019-07-21,Special_2_B,10.76,11
2019-07-21,Pasta,10.01,16
2019-07-21,Salad,10.51,8
2019-07-21,Soup,9.04,18
2019-07-21,Sushi,12.06,19
2019-07-21,Burger,5.09,20
2019-07-21,Sushi,11.22,16
2019-07-21,Taco,8.55,31
2019-07-21,Pasta,7.56,17
2019-07-21,Salad,5.56,9
2019-07-21,Pizza,9.19,21
2019-07-21,Soup,9.67,13
2019-07-21,Taco,2.09,19
2019-07-21,Burger,11.64,12
2019-07-21,Soup,4.62,15
2019-07-21,Sushi,13.47,12
2019-07-21,Sandwich,13.42,17
2019-07-21,Special_6_A,8.88,16
2019-07-21,Taco,9.72,30
2019-07-21,Sushi,3.29,22
2019-07-21,Coffee,9.71,12
2019-07-21,Pizza,14.08,17
2019-07-21,Juice,6.9,13
2019-07-22,Special_1_A,9.39,9
2019-07-22,Pasta,8.31,6
2019-07-22,Juice,7.59,11
2019-07-22,Sushi,8.06,18
2019-07-22,Special_1_B,7.93,10
2019-07-22,Pizza,7.1,14
2019-07-22,Sandwich,9.59,12
2019-07-22,Sushi,12.28,17
2019-07-22,Coffee,9.71,16
2019-07-22,Special_2_A,6.69,14
2019-07-22,Soup,9.4,15
2019-07-22,Burger,5.13,17
2019-07-22,Sandwich,10.56,7
2019-07-22,Taco,8.82,18
2019-07-22,Sushi,10.83,11
2019-07-22,Juice,8.66,9
2019-07-22,Salad,9.26,16
2019-07-22,Soup,4.41,14
2019-07-22,Special_3_B,10.73,6
2019-07-22,Coffee,11.3,8
2019-07-22,Pasta,7.02,15
2019-07-22,Burger,7.93,7
2019-07-22,Taco,2.85,11
2019-07-22,Special_4_A,8.42,10
2019-07-22,Pizza,8.6,10
2019-07-22,Soup,8.64,11
2019-07-22,Pasta,6.08,18
2019-07-22,Soup,5.11,14
2019-07-22,Salad,6.48,7
2019-07-22,Burger,10.68,11
2019-07-22,Sushi,14.45,7
2019-07-22,Coffee,5.41,13
2019-07-22,Special_5_B,3.07,12
2019-07-22,Special_5_A,15.01,9
2019-07-22,Taco,6.08,14
2019-07-22,Pasta,6.4,10
2019-07-22,Pasta,4.46,12
2019-07-22,Special_6_A,10.4,4
2019-07-22,Salad,5.71,11
2019-07-22,Pizza,14.35,4
2019-07-23,Special_1_A,8.53,15
2019-07-23,Juice,7.52,11
2019-07-23,Sandwich,10.36,18
2019-07-23,Pizza,6.35,9
2019-07-23,Special_1_B,6.56,10
2019-07-23,Pasta,7.24,10
2019-07-23,Salad,9.76,13
2019-07-23,Taco,11.73,11
2019-07-23,Soup,8.28,14
2019-07-23,Coffee,10.8,26
2019-07-23,Juice,7.14,6
2019-07-23,Pasta,9.23,14
2019-07-23,Burger,5.12,9
2019-07-23,Special_2_A,6.69,23
2019-07-23,Juice,8.99,8
2019-07-23,Special_3_B,7.99,6
2019-07-23,Sushi,9.46,14
2019-07-23,Taco,9.6,20
2019-07-23,Soup,10.6,10
2019-07-23,Sushi,8.88,5
2019-07-23,Pizza,8.5,12
2019-07-23,Sandwich,3.84,9
2019-07-23,Taco,2.16,6
2019-07-23,Juice,9.56,9
2019-07-23,Salad,5.71,16
2019-07-23,Pasta,5.98,12
2019-07-23,Special_5_B,3.08,10
2019-07-23,Special_5_A,17.88,7
2019-07-23,Soup,4.87,17
2019-07-23,Pasta,5.8,11
2019-07-23,Salad,5.24,7
2019-07-23,Taco,11.8,12
2019-07-23,Coffee,9.54,4
2019-07-23,Sushi,3.31,10
2019-07-23,Special_6_A,9.8,10
2019-07-23,Special_6_B,11.74,11
2019-07-24,Pasta,7.15,11
2019-07-24,Sushi,8.51,18
2019-07-24,Juice,8.06,11
2019-07-24,Pizza,7.11,12
2019-07-24,Special_2_A,7.24,17
2019-07-24,Salad,8.18,6
2019-07-24,Burger,5.13,15
2019-07-24,Pizza,9.47,13
2019-07-24,Soup,7.78,16
2019-07-24,Sandwich,10.75,8
2019-07-24,Pasta,7.75,13
2019-07-24,Taco,10.82,8
2019-07-24,Salad,11.19,12
2019-07-24,Sushi,8.84,15
2019-07-24,Taco,7.96,12
2019-07-24,Special_3_B,8.78,5
2019-07-24,Soup,4.19,15
2019-07-24,Coffee,10.51,10
2019-07-24,Salad,5.34,9
2019-07-24,Sushi,8.95,9
2019-07-24,Sandwich,4.12,11
2019-07-24,Pasta,5.5,16
2019-07-24,Soup,9.93,9
2019-07-24,Pizza,9.8,11
2019-07-24,Taco,2.66,10
2019-07-24,Special_4_B,9.67,13
2019-07-24,Sushi,15.56,11
2019-07-24,Pasta,6.04,13
2019-07-24,Special_5_B,3.17,14
2019-07-24,Salad,6.32,5
2019-07-24,Special_6_A,10.54,8
2019-07-24,Special_6_B,10.98,12
2019-07-24,Pizza,12.42,10
2019-07-24,Pasta,5.47,9
2019-07-24,Coffee,10.32,12
2019-07-24,Juice,7.57,13
2019-07-24,Salad,5.5,9
2019-07-25,Special_1_A,8.17,6
2019-07-25,Sushi,8.99,15
2019-07-25,Sandwich,10.55,17
2019-07-25,Burger,8.31,8
2019-07-25,Pizza,7.2,5
2019-07-25,Soup,11.83,11
2019-07-25,Pasta,7.53,7
2019-07-25,Taco,11.11,9
2019-07-25,Pasta,7.93,10
2019-07-25,Pizza,10.5,18
2019-07-25,Sushi,10.19,20
2019-07-25,Burger,5.48,12
2019-07-25,Salad,10.68,10
2019-07-25,Sandwich,8.93,5
2019-07-25,Special_2_A,5.83,18
2019-07-25,Soup,8.14,16
2019-07-25,Juice,8.66,8
2019-07-25,Special_3_B,8.49,6
2019-07-25,Burger,6.52,7
2019-07-25,Special_3_A,5.36,12
2019-07-25,Soup,3.92,11
2019-07-25,Pasta,5.75,14
2019-07-25,Special_4_B,9.58,14
2019-07-25,Taco,2.2,20
2019-07-25,Soup,10.14,12
2019-07-25,Pizza,8.59,12
2019-07-25,Salad,6.66,7
2019-07-25,Sushi,7.52,11
2019-07-25,Special_4_A,8.88,13
2019-07-25,Salad,5.62,4
2019-07-25,Special_5_B,3.52,16
2019-07-25,Special_5_A,19.23,2
2019-07-25,Sushi,15.84,13
2019-07-25,Coffee,5.89,16
2019-07-25,Soup,5.01,14
2019-07-25,Taco,9.97,14
2019-07-25,Sushi,3.5,8
2019-07-25,Juice,7.39,10
2019-07-25,Special_6_A,8.75,9
2019-07-25,Coffee,11.79,12
2019-07-25,Pizza,11.93,10
2019-07-26,Special_1_B,5.9,14
2019-07-26,Sushi,8.75,25
2019-07-26,Pizza,6.62,21
2019-07-26,Juice,7.98,16
2019-07-26,Burger,7.35,12
2019-07-26,Pasta,7.28,15
2019-07-26,Soup,12.84,23
2019-07-26,Juice,6.9,13
2019-07-26,Burger,5.08,17
2019-07-26,Special_2_B,12.68,5
2019-07-26,Salad,11.28,9
2019-07-26,Coffee,11.72,17
2019-07-26,Pasta,6.62,15
2019-07-26,Soup,3.86,11
2019-07-26,Juice,9.41,9
2019-07-26,Burger,6.38,11
2019-07-26,Special_3_A,5.3,9
2019-07-26,Salad,9.63,16
2019-07-26,Sushi,9.01,6
2019-07-26,Coffee,10.99,15
2019-07-26,Taco,2.03,10
2019-07-26,Salad,6.29,10
2019-07-26,Special_4_A,8.81,12
2019-07-26,Sushi,8.36,6
2019-07-26,Pasta,5.39,14
2019-07-26,Sandwich,4.17,9
2019-07-26,Special_4_B,10.08,15
2019-07-26,Juice,7.81,10
2019-07-26,Pasta,6.96,13
2019-07-26,Sushi,16.7,20
2019-07-26,Salad,6.22,4
2019-07-26,Taco,5.88,11
2019-07-26,Sandwich,13.61,12
2019-07-26,Salad,4.88,5
2019-07-26,Sushi,3.45,13
2019-07-26,Special_6_A,9.05,10
2019-07-26,Pasta,5.32,12
2019-07-26,Juice,7.92,9
2019-07-27,Burger,8.77,9
2019-07-27,Pasta,6.91,19
2019-07-27,Sushi,8.24,20
2019-07-27,Special_1_B,9.23,9
2019-07-27,Juice,7.24,24
2019-07-27,Sandwich,9.96,28
2019-07-27,Soup,12.29,17
2019-07-27,Burger,5.2,13
2019-07-27,Pizza,10.35,25
2019-07-27,Sandwich,11.13,8
2019-07-27,Coffee,11.9,17
2019-07-27,Special_2_A,6.44,19
2019-07-27,Juice,6.97,11
2019-07-27,Pasta,9.17,13
2019-07-27,Soup,8.43,10
2019-07-27,Sushi,9.77,12
2019-07-27,Coffee,9.66,16
2019-07-27,Special_3_B,8.46,4
2019-07-27,Special_3_A,5.97,16
2019-07-27,Soup,4.17,13
2019-07-27,Taco,7.99,21
2019-07-27,Special_4_B,11.91,17
2019-07-27,Sandwich,4.1,14
2019-07-27,Special_4_A,6.42,15
2019-07-27,Pasta,6.48,25
2019-07-27,Salad,6.36,14
